span,type,count
管理产线转移项目,S,2
项目投产管理经验,S,2
制定有竞争力的物流战略,S,2
制定运输策略,S,2
仓储策略,S,2
包装策略,S,2
物流网络设计,S,2
存储策略,S,2
包装方案设计,S,2
制定完善的成本降低及控制方案,S,2
识别供应链潜在风险,S,2
危机应对,S,2
物流风险管理,S,2
协调供应链上下游,S,2
物流或供应链管理经验,S,2
TMS,S,2
橡胶管制作,S,2
金属管制作,S,2
反馈客户需求与产品问题,S,2
产品改良及升级建议,S,2
跟进重要客户的产品准入流程,S,2
销售机会信息的收集及跟进,S,2
收集整理客户信息,S,2
建立客户信息数据库,S,2
制定销售费用的预算,S,2
控制销售成本,S,2
团队搭建,S,2
培养销售队伍,S,2
制订考核方案,S,2
海外销售管理经验,S,2
安排验货,S,2
处理销售过程中的各类问题,S,2
了解当地市场和竞争状况,S,2
收集竞争对手的信息及价格,S,2
访问客户,S,2
接待客户来访及谈判,S,2
制定会谈/访问/接待计划,S,2
收集所需各类信息,S,2
制作日报、月度、季度等销售报告,S,2
渠道搭建,S,2
分析销售渠道,S,2
制作高质量的PPT文档,S,2
技术,S,2
日语文件翻译,S,2
公司文化建设,S,2
开发与维护韩国市场客户资源,S,2
挖掘跟踪,S,2
开发越南客户资源,S,2
优化市场推广路径,S,2
解决项目实施过程中遇到的质量问题和管理问题,S,2
项目文档资料的管理及归档,S,2
进出口通关及物流,S,2
拓宽销售渠道,S,2
经销商、代理商的开发与维护,S,2
审核提单,S,2
安排支付相关运输费用,S,2
控制运输成本,S,2
双语互译能力,S,2
翻译库,S,2
建立完善,S,2
实施质量管理体系,S,2
制订质量方针,S,2
改进部门管理,S,2
质量协议签订,S,2
正常运行,S,2
建立及维护客户关系,S,2
技术审核,S,2
处理客户端重大质量问题,S,2
提交客户整改,S,2
不合格品遏制,S,2
笔译技能,S,2
本地化,S,2
翻译项目管理,S,2
销售公司机器人产品及解决方案,S,2
独立开发国外客户,S,2
体系相关培训,S,2
分析汇总,S,2
挖掘开发新客户,S,2
维护公司现有客户,S,2
报价洽谈,S,2
邮寄样品,S,2
备货发货,S,2
解决突发问题,S,2
市场实地调研,S,2
业务发掘与拓展,S,2
制定市场推广方案,S,2
报关货代协调,S,2
新渠道拓展,S,2
直销大客户维护,S,2
管理采购合同,S,2
注册,S,2
制定视频创意方案,S,2
视频剪辑软件,S,2
Adobe Premiere Pro,S,2
Final Cut Pro,S,2
PPT美化,S,2
海报制作,S,2
精修抠图,S,2
档案,S,2
挖掘销售机会,S,2
日常工作计划,S,2
销售进展情况,S,2
上报,S,2
跟进处理进展,S,2
设计开发经验,S,2
项目管理软件,S,2
直播,S,2
引导销售,S,2
总结复盘,S,2
迭代直播内容和风格,S,2
客户服务经验,S,2
改进流程,S,2
分析处理,S,2
招聘测试,S,2
提升招聘效率,S,2
编写高质量的代码,S,2
版本控制管理,S,2
面向对象编程,S,2
Spring,S,2
SpringMVC,S,2
MyBatis,S,2
数据库设计能力,S,2
前后端分离的开发经验,S,2
分布式系统开发,S,2
Dubbo,S,2
Zookeeper,S,2
大数据处理技术,S,2
Hadoop,S,2
Spark,S,2
寻找销售机会,S,2
日/韩语翻译,S,2
海外市场渠道的建设,S,2
把控本区域机器销售价格,S,2
把控本区域费用开支,S,2
落实本区域客户投诉处理,S,2
商务经验,S,2
成品销售计划的实施,S,2
跟进新品开发的完成进度,S,2
催讨所欠应收销售款项,S,2
客户来访的整体策划,S,2
脉动趋势分析,S,2
上传,S,2
产品定价,S,2
预估销量,S,2
CPC广告投放,S,2
Amazon,S,2
wayfair,S,2
wish,S,2
shopee,S,2
天猫,S,2
淘宝,S,2
京东,S,2
苏宁,S,2
线下实体销售,S,2
信息追踪,S,2
处理员工投诉,S,2
功能测试,S,2
起草、更新和执行安全管理文件,S,2
安全资料的编写、更新与保管,S,2
起草、更新和执行消防管理文件,S,2
消防资料的编写、更新与保管,S,2
消防培训,S,2
消防检查,S,2
起草、更新和执行环境管理文件,S,2
环境资料的编写、更新与保管,S,2
环境管理知识培训,S,2
环境检查,S,2
职业健康管理文件的起草与监督执行,S,2
职业健康年度申报审核,S,2
职业健康体检,S,2
编写及更新职业健康相关资料,S,2
公车安排调度,S,2
公车保险办理及年检安排,S,2
车辆油费充值,S,2
审核车辆油补享受资格,S,2
私车公用管理,S,2
停车场管理,S,2
车辆道闸信息录入与管理,S,2
安全管理技能,S,2
2D软件,S,2
系统录入,S,2
改进意见和建议,S,2
约客户沟通,S,2
对接生产,S,2
日语翻译能力,S,2
运维经验,S,2
.net语言,S,2
培训计划制定,S,2
合格供方PPAP审核,S,2
质量控制能力,S,2
识别并提出业务相关潜在提质增效项目,S,2
制造过程,S,2
供应商质量保证,S,2
面试技巧,S,2
人才评估能力,S,2
人力资源信息系统（HRIS）,S,2
制定和执行招聘计划,S,2
吸引和选拔合适的人才,S,2
候选人评估,S,2
录用流程管理,S,2
明确岗位要求,S,2
维护和更新招聘渠道,S,2
管理候选人数据库,S,2
跟踪招聘效果,S,2
招聘效率,S,2
人才市场趋势分析,S,2
采购执行,S,2
账目核对,S,2
制订销售计划,S,2
销售执行,S,2
处理客诉,S,2
整合公司外部资源,S,2
开拓当地供应商资源,S,2
合同/协议拟定,S,2
资料汇总与制作能力,S,2
制图软件,S,2
审核记账凭证,S,2
结/决算转固工作,S,2
会计分析,S,2
管理建议,S,2
资产盘点,S,2
在建工程核算转固,S,2
搜索潜在客户,S,2
跟进潜在客户,S,2
促成销售,S,2
标书进行准备,S,2
投标结果进行评估和分析,S,2
执行年度商务拓展计划,S,2
制定商务拓展目标,S,2
拓展策略,S,2
跟进拓展进度,S,2
搜索引擎,S,2
评估和管理风险,S,2
制定和实施内部合规政策,S,2
审核英语合同,S,2
制定招聘计划及实施方案,S,2
优化人力资源管理体系,S,2
运动控制算法的优化,S,2
运动控制算法的验证,S,2
软件/硬件算法实现的支持,S,2
Moveit,S,2
OpenRave,S,2
处理询盘,S,2
合同条款的协商,S,2
整理客户需求,S,2
开发设计,S,2
优化调整,S,2
Google海外广告投放,S,2
账户建设,S,2
广告素材策划,S,2
Ahrefs,S,2
SEMrush,S,2
GA,S,2
谷歌Adwords,S,2
Bing Ads,S,2
设备验收,S,2
海外业务的开发与跟进,S,2
合同、付款、出货、运输等流程及单证处理,S,2
公司外贸网站及第三方推广平台管理与更新,S,2
开发和维护客户的能力,S,2
收集辖区客户需求及相关市场信息,S,2
市场捕捉和判别能力,S,2
试产,S,2
销售渠道开发,S,2
3D建模软件,S,2
SketchUp,S,2
三维设计,S,2
设计方案的可实现性,S,2
Adobe Creative Suite,S,2
InDesign,S,2
宣传物料,S,2
色彩搭配与排版能力,S,2
设计工具,S,2
收集整理海外市场信息,S,2
开发潜在客户,S,2
解决客户就销售和服务提出的投诉,S,2
日常产品发运计划及相关台账的管理,S,2
协调客户与公司内各部门工作,S,2
维系主机配套项目客户关系,S,2
反馈重要信息,S,2
关注改善机会,S,2
改善工作流程和方法,S,2
接待讲解,S,2
展厅讲解,S,2
预订,S,2
发展国内外客户,S,2
回款跟进,S,2
市场分析及预测报告,S,2
维护和发展新客户,S,2
开拓客户渠道,S,2
收集一线营销信息和用户意见,S,2
TO B营销能力,S,2
业务开拓经验,S,2
开发非洲市场,S,2
设计验证,S,2
试生产准备,S,2
识别机会,S,2
日本客户开发,S,2
开发客户能力,S,2
编程语言,S,2
制定智利的市场战略计划,S,2
制定适合智利的销售策略,S,2
建立智利本地团队,S,2
投资并购,S,2
自建工厂,S,2
日常环境隐患排查,S,2
整改进度跟踪,S,2
危废/一般固废全生命周期跟踪,S,2
追踪改善,S,2
Office常用软件,S,2
实践操作能力,S,2
关务管理工作经验,S,2
质量改进项目,S,2
客户资料的整理,S,2
采购流程闭环,S,2
销售战略,S,2
制定并组织实施销售策略,S,2
市场统计分析和预测,S,2
客户分析,S,2
挖掘用户需求,S,2
海外参展经验,S,2
制定创新性的产品解决方案,S,2
分析定位问题,S,2
方案评估,S,2
创新设计,S,2
绘图能力,S,2
绘图,S,2
客户接洽,S,2
项目对接,S,2
需求评审,S,2
交付沟通会议,S,2
打字,S,2
生产质量问题,S,2
生产运营管理,S,2
销售汇报,S,2
海外市场的开发,S,2
团队建设活动,S,2
会议准备,S,2
行政任务,S,2
管理通信,S,2
出具法律审核意见,S,2
案件诉讼,S,2
法律纠纷案件,S,2
非诉纠纷,S,2
保费谈判,S,2
出险报案,S,2
事故处理,S,2
索赔,S,2
保险事故处理,S,2
报案,S,2
海商海事案件经办,S,2
阅读技术资料,S,2
Shopee,S,2
Lazada,S,2
产品上架,S,2
产品关键词制定,S,2
Listing排名,S,2
站内/站外推广,S,2
平台活动,S,2
优化店铺运营策略,S,2
细分,S,2
收集、分析市场及竞品状况,S,2
东南亚海外仓备货经验,S,2
从0到1自有品牌出海运营经验,S,2
跨境电商平台运营管理经验,S,2
策略制定能力,S,2
基础类翻译,S,2
印尼语培训班,S,2
获取,S,2
库存,S,2
PPAP审核,S,2
风险进行分析,S,2
BCS,S,2
Stages,S,2
TestTrack,S,2
展览,S,2
专业解决方案,S,2
业务发展建议,S,2
制定并执行印度尼西亚市场的业务计划,S,2
编制财务报表,S,2
预算制定,S,2
达成部品成本目标,S,2
跨语言沟通,S,2
电脑操作能力,S,2
价格交涉,S,2
反馈产品开发需求,S,2
开发自己新的客户渠道,S,2
销售商务合同的拟定,S,2
销售过程执行,S,2
行政相关事务,S,2
支付各项资金结算申请,S,2
保管分子公司库存现金、印章、空白支票,S,2
更新各类推广信息,S,2
执行年度展会及其它市场活动计划,S,2
处理海外分公司业务运行过程中出现的异常情况,S,2
海外分公司职能管理经验,S,2
获客,S,2
阿里平台,S,2
中国制造网平台,S,2
国外市场拓展,S,2
网络平台,S,2
控管项目进度,S,2
开发新的客源,S,2
文档编写能力,S,2
推动新品推广,S,2
LAZADA,S,2
产品推广计划,S,2
平台运营的优化方案,S,2
新人培训,S,2
国际贸易操作平台,S,2
设计并执行实验研究,S,2
设计并绘制装配总图及零部件图,S,2
外协部件的方案审核,S,2
外协数模的有效性检查,S,2
零件图纸的下发,S,2
采购清单的制作,S,2
数据的上传,S,2
看板的更新,S,2
零件加工进度及采购进度的跟踪及确认,S,2
指导非标设备调试,S,2
非标设备验收所需要的相关文件、操作说明、测量报告、验证报告的编制,S,2
会同相关人员完成设备的移交及试生产,S,2
Inventor,S,2
元器件快速选型,S,2
负责所辖地区的销售和市场拓展,S,2
负责策划与实施公司在国际品牌形象,S,2
设计、搭建自动化测试框架和方案,S,2
跟踪、分析bug,S,2
持续集成、持续发布经验,S,2
编写和翻译俄语产品包材,S,2
发布产品,S,2
制定备货计划,S,2
分析竞争对手情况,S,2
制定改善的可行性方案,S,2
拓宽海外销售渠道,S,2
开发销售,S,2
沟通与管理,S,2
执行市场推广销售方案,S,2
制定年销售计划,S,2
开发海外新客户,S,2
报告和文件写作,S,2
演示技能,S,2
润色,S,2
办公软件操作能力,S,2
客户重大投诉的处理,S,2
售前和售后服务,S,2
研究和解决非常见的应用技术问题,S,2
协调相关部门高效处理业务,S,2
自动化技术交流,S,2
汽车结构件项目管理,S,2
需求整理,S,2
人事工作,S,2
人事工作经验,S,2
软件开发任务,S,2
编制相关技术规范文档,S,2
研究非标压力容器市场,S,2
开拓阿拉伯语地区客户,S,2
回复咨询,S,2
提供方案,S,2
回访客户,S,2
MFC,S,2
SDK,S,2
DCOM,S,2
COM,S,2
DLL,S,2
DB2,S,2
客户跟进,S,2
开发新的市场机会,S,2
出入库单据录入,S,2
系统异常账务的调整,S,2
审核系统配料单,S,2
收货章的监督,S,2
EXCEL表格,S,2
WORD文档,S,2
沟通对译,S,2
食品外贸工作经验,S,2
竞争对手信息收集与分析,S,2
战略决策,S,2
制定开发方案及指标,S,2
设计开发能力,S,2
2D绘图软件CAD,S,2
3D绘图软件,S,2
业务培训,S,2
建立、开拓市场关系,S,2
策划、参加国内外展会,S,2
督导,S,2
把关工艺技术革新方案,S,2
质量问题处理,S,2
FreeRTOS,S,2
新工艺新方法研究,S,2
SQL常规性调优方法,S,2
开发检讨,S,2
生产性问题的确认,S,2
Adobe CS（AI&PS）,S,2
账务处理方案,S,2
阿拉伯语翻译,S,2
文字表达能力,S,2
办公自动化设备,S,2
租船经纪业务,S,2
合同拟定,S,2
实施销售工作,S,2
评估客户资信,S,2
跟踪资信使用情况,S,2
大客户的开发和管理,S,2
大项目的销售和招投标流程,S,2
部门周例会,S,2
合同分解,S,2
编制项目管理实施策划,S,2
垃圾发电业务执行经验,S,2
处理和监控客户发票和付款,S,2
承担额外分配的任务,S,2
输入电子银行付款,S,2
办理银行保函,S,2
准备日常银行交易所需文件,S,2
核对和确认所有银行账户交易,S,2
制作每日银行报告,S,2
填写所有财务管理文件,S,2
财务工作经验,S,2
ERP经验,S,2
实施监控,S,2
设计优化,S,2
Linux驱动开发,S,2
OS开发维护,S,2
Bootloader,S,2
Memory,S,2
驱动及OS架构设计,S,2
应用工具及App开发,S,2
调试功能,S,2
调试手段,S,2
编写系统测试案例,S,2
系统测试脚本,S,2
测试方法开发,S,2
测试设备开发,S,2
开发客户的能力,S,2
地推拜访客户,S,2
参展经验,S,2
开发大客户经验,S,2
业务开发工作,S,2
汽车零部件进出口工作经验,S,2
韩国市场开发,S,2
业务经营分析,S,2
业务预测,S,2
流程梳理能力,S,2
翻译资料整理,S,2
目标客户开发,S,2
跟踪发样,S,2
国际销售经历,S,2
法规支持,S,2
销售额增长,S,2
挖掘海外客户需求,S,2
供应链管理,S,2
质量监造经验,S,2
成本控制意识,S,2
供应商关系管理能力,S,2
开发并评估符合光伏支架产品需求的供应商,S,2
供应商筛选,S,2
资格评估,S,2
建立并维系与优质供应商的合作关系,S,2
协调并解决供应链过程中出现的问题,S,2
跟踪和审查供应商的生产工艺和技术水平,S,2
工厂质量审核,S,2
PLC程序的简单编程,S,2
制定和实施会计政策和程序,S,2
管理应收账款和应付账款流程,S,2
准备和分析财务报表,S,2
总账录入,S,2
协助编制年度预算和财务预测,S,2
根据预算监控财务绩效并提供差异分析,S,2
管理和监督会计人员,S,2
进行银行对账,S,2
会计软件,S,2
Solid works制图软件,S,2
日文专利申请的说明书翻译,S,2
日文专利申请的审查意见答复,S,2
制定方案,S,2
生产现场即时翻译,S,2
听说读写流利,S,2
定期风险评估,S,2
规划整个物流方案,S,2
智能立库使用经验,S,2
内控,S,2
会计核算实际操作能力,S,2
售前和售后技术支持工作,S,2
研究和解决产品应用技术问题,S,2
找到应用问题,S,2
考评,S,2
订单促进,S,2
拓展国外市场,S,2
优化研究,S,2
制定并执行个人销售计划,S,2
ESG培训材料,S,2
持续改进项目,S,2
审批办跟进,S,2
付款风险评估分析,S,2
合同条款内容制定,S,2
需求挖掘,S,2
文化研究,S,2
追溯,S,2
授课,S,2
日常监控,S,2
华为,S,2
运营维护,S,2
Frontend（Vue/React/Angular）,S,2
编写SQL语句,S,2
开拓目标海外市场,S,2
日中、中日翻译,S,2
废弃,S,2
执行监督,S,2
海外子公司的财务管理,S,2
组织海外子公司日常核算,S,2
合理管控海外资公司的各项成本费用,S,2
财务支持和服务,S,2
协调处理好与银行的关系,S,2
规范执行,S,2
降低税务风险,S,2
协调、处理与海外子公司各部门的关系,S,2
配合集团和外部机构对海外子公司年度审计工作,S,2
参与编制、修订海外子公司年度预算和经营计划,S,2
供应商定点,S,2
办公室操作系统,S,2
管理制度的优化,S,2
会计核算流程的制订,S,2
定期财务报告的编制,S,2
报表分析质量,S,2
会计基础工作管理,S,2
财务管理工作经验,S,2
越南语新闻的编译,S,2
财务评价,S,2
外贸合同报价,S,2
cadence,S,2
程控电源,S,2
频谱仪,S,2
投诉解决,S,2
技术服务经验,S,2
挖掘客户信息,S,2
客户谈判,S,2
powerpoint,S,2
海外市场推广,S,2
